,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48
1871,51.0,51.0,52.0,51.0,54.0,53.0,54.0,52.0,55.0,54.0,53.0,52.0,50.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,50.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,50.0,54.0,51.0,53.0,54.0,54.0,52.0,54.0,53.0,55.0,53.0,53.0,53.0,52.0,55.0,54.0,52.0,52.0
1872,53.0,52.0,52.0,54.0,52.0,52.0,54.0,50.0,52.0,52.0,52.0,52.0,54.0,51.0,53.0,50.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,51.0,53.0,54.0,54.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,51.0,53.0,51.0,54.0,49.0,53.0,52.0,53.0,54.0,51.0,55.0,53.0
1873,52.0,51.0,55.0,55.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,50.0,52.0,52.0,52.0,53.0,53.0,52.0,49.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0
1874,52.0,53.0,54.0,53.0,51.0,54.0,54.0,52.0,53.0,56.0,50.0,52.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,52.0,50.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,54.0,53.0,51.0,54.0,54.0,54.0,53.0,52.0,52.0,51.0,55.0,52.0,49.0,51.0,51.0,53.0,54.0,51.0,52.0,53.0
1875,51.0,53.0,53.0,54.0,53.0,52.0,54.0,50.0,51.0,51.0,52.0,52.0,54.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,54.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0,52.0,54.0,53.0,52.0,54.0,55.0,52.0,53.0,51.0,52.0,53.0
1876,51.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,51.0,55.0,50.0,52.0,54.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,54.0,54.0,52.0,52.0,51.0,52.0,54.0,51.0,52.0,53.0,53.0,51.0,51.0,52.0,51.0,53.0,53.0,53.0,51.0,51.0,53.0,51.0,52.0
1877,52.0,51.0,52.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,51.0,53.0,54.0,53.0,54.0,51.0,52.0,54.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,54.0,55.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0,51.0,52.0
1878,54.0,51.0,54.0,53.0,52.0,52.0,52.0,50.0,52.0,51.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,51.0,51.0,54.0,52.0,51.0,51.0,54.0,53.0,50.0,52.0,52.0,51.0,52.0,51.0,53.0,54.0,52.0,50.0,53.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,55.0
1879,53.0,52.0,53.0,52.0,52.0,54.0,54.0,51.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,51.0,52.0,51.0,52.0,52.0,50.0,52.0,51.0,50.0,52.0,51.0,52.0,52.0,50.0,52.0,53.0,53.0,52.0,54.0,51.0,52.0,54.0,51.0,52.0,51.0,52.0,52.0,51.0,54.0,53.0,53.0,50.0,52.0,53.0
1880,53.0,51.0,54.0,54.0,54.0,51.0,52.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0,53.0,52.0,51.0,52.0,55.0,53.0,52.0,50.0,52.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,50.0,55.0,54.0,51.0,53.0,52.0,52.0,51.0,53.0,52.0
1881,52.0,52.0,54.0,52.0,54.0,53.0,51.0,54.0,49.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,51.0,53.0,51.0,53.0,52.0,54.0,53.0,51.0,52.0,51.0,56.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0,53.0
1882,54.0,51.0,53.0,55.0,51.0,52.0,54.0,52.0,52.0,56.0,52.0,52.0,52.0,54.0,52.0,52.0,50.0,53.0,55.0,51.0,51.0,52.0,52.0,55.0,52.0,53.0,50.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,50.0,52.0,55.0
1883,54.0,53.0,52.0,51.0,53.0,53.0,52.0,54.0,54.0,52.0,54.0,53.0,51.0,51.0,52.0,51.0,49.0,54.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,51.0,51.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,54.0,53.0,55.0,51.0,53.0,54.0,52.0,52.0,53.0,54.0,52.0,51.0,53.0,54.0,53.0
1884,52.0,50.0,51.0,50.0,53.0,53.0,51.0,50.0,53.0,54.0,50.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,50.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0,54.0,52.0,54.0,53.0,49.0,52.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,55.0,53.0,51.0,50.0,53.0,53.0,52.0,51.0,53.0,52.0
1885,52.0,51.0,52.0,53.0,52.0,51.0,53.0,54.0,50.0,52.0,52.0,54.0,52.0,52.0,52.0,49.0,53.0,53.0,54.0,54.0,55.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,54.0,53.0,51.0,53.0,52.0,54.0,51.0,54.0,51.0,54.0,54.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,54.0,52.0
1886,51.0,54.0,54.0,54.0,54.0,51.0,52.0,49.0,51.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,52.0,54.0,51.0,53.0,52.0,52.0,54.0,54.0,54.0,50.0,53.0,53.0,53.0,55.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,54.0
1887,51.0,51.0,54.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,51.0,51.0,54.0,52.0,55.0,52.0,52.0,54.0,50.0,53.0,53.0,54.0,54.0,53.0,54.0,52.0,54.0,54.0,52.0,54.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,52.0,52.0,53.0,54.0,51.0,52.0,53.0,50.0,54.0,53.0,54.0,52.0
1888,50.0,53.0,54.0,50.0,52.0,52.0,54.0,53.0,54.0,52.0,54.0,53.0,51.0,52.0,54.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,54.0,51.0,51.0,52.0,55.0,52.0,50.0,52.0,51.0,51.0,53.0,52.0,55.0,51.0,53.0,50.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,55.0,53.0,54.0,52.0
1889,50.0,52.0,52.0,51.0,52.0,53.0,54.0,52.0,54.0,51.0,52.0,51.0,52.0,53.0,54.0,54.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,52.0,50.0,55.0,52.0,52.0,52.0,51.0,54.0,54.0,53.0,51.0,50.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,55.0
1890,54.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,53.0,53.0,51.0,52.0,52.0,54.0,52.0,50.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,53.0,54.0,57.0,55.0,55.0,51.0,52.0,53.0,55.0,52.0,54.0,53.0
1891,53.0,53.0,54.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0,53.0,51.0,53.0,52.0,51.0,53.0,52.0,53.0,53.0,54.0,50.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,50.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,51.0,52.0,53.0,51.0,54.0,53.0,52.0,52.0
1892,52.0,51.0,52.0,54.0,52.0,51.0,52.0,51.0,54.0,52.0,52.0,50.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,53.0,52.0,54.0,52.0,53.0,51.0,53.0,52.0,55.0,52.0,54.0,53.0,54.0,54.0,52.0,54.0,53.0,53.0,50.0,52.0,52.0,53.0,49.0,51.0,52.0,53.0,55.0,51.0,53.0,51.0
1893,53.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,50.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,54.0,52.0,53.0,54.0,51.0,53.0,51.0,53.0,52.0,51.0,53.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,55.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,51.0,50.0,54.0,54.0
1894,51.0,51.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,50.0,54.0,51.0,52.0,54.0,52.0,52.0,51.0,52.0,52.0,51.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,54.0,51.0,51.0,51.0,53.0,52.0,53.0,52.0,53.0,51.0,51.0,53.0,53.0,53.0,52.0,53.0,55.0,52.0,52.0,54.0
1895,53.0,50.0,52.0,53.0,55.0,51.0,53.0,53.0,52.0,49.0,53.0,52.0,52.0,53.0,54.0,51.0,52.0,55.0,55.0,52.0,53.0,52.0,55.0,53.0,53.0,51.0,53.0,51.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,49.0,55.0,53.0,54.0,50.0,51.0,52.0,53.0,52.0,54.0,53.0
1896,52.0,51.0,54.0,50.0,54.0,52.0,51.0,56.0,53.0,52.0,50.0,52.0,54.0,52.0,50.0,54.0,53.0,51.0,52.0,53.0,51.0,51.0,52.0,54.0,52.0,54.0,53.0,54.0,52.0,52.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,55.0,50.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0
1897,53.0,52.0,54.0,53.0,52.0,55.0,52.0,53.0,53.0,54.0,53.0,51.0,54.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0,50.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,50.0,53.0,51.0,52.0,52.0,52.0,52.0,55.0,53.0,52.0,51.0,53.0,53.0,52.0
1898,52.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,55.0,53.0,52.0,52.0,51.0,52.0,54.0,55.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,51.0,54.0,53.0,53.0,51.0,54.0,53.0,52.0,54.0,53.0,53.0,50.0,55.0,51.0,54.0,53.0
1899,51.0,52.0,53.0,53.0,53.0,52.0,54.0,51.0,52.0,54.0,52.0,52.0,53.0,50.0,52.0,53.0,52.0,54.0,51.0,54.0,53.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,51.0,54.0,51.0,52.0,52.0,54.0,53.0,52.0,51.0,52.0,51.0,52.0,53.0,52.0,54.0,54.0,52.0,52.0,51.0,53.0,51.0
1900,53.0,51.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,52.0,51.0,52.0,51.0,53.0,54.0,52.0,53.0,53.0,50.0,53.0,52.0,51.0,53.0,54.0,54.0,54.0,52.0,53.0,50.0,50.0,53.0,52.0,54.0,53.0,52.0,52.0,51.0,50.0,52.0,53.0
1901,53.0,50.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0,54.0,51.0,52.0,52.0,51.0,51.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0,53.0,52.0,54.0,54.0,50.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,54.0,50.0,52.0
1902,53.0,53.0,53.0,53.0,52.0,50.0,56.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,54.0,51.0,54.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,54.0,53.0,52.0,55.0,52.0,53.0,51.0,53.0,53.0,51.0,54.0,54.0,51.0,52.0,54.0,52.0,53.0,51.0,52.0,53.0
1903,52.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,54.0,53.0,53.0,52.0,51.0,53.0,54.0,54.0,51.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,51.0,53.0,50.0,54.0,51.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,53.0,52.0
1904,52.0,52.0,54.0,52.0,50.0,54.0,52.0,51.0,54.0,54.0,51.0,52.0,53.0,53.0,54.0,51.0,53.0,51.0,51.0,51.0,51.0,53.0,52.0,51.0,53.0,50.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0,54.0,53.0,53.0,53.0,54.0,49.0,53.0,52.0,53.0,52.0,50.0,51.0,51.0
1905,53.0,53.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,51.0,54.0,52.0,52.0,51.0,54.0,55.0,51.0,52.0,52.0,51.0,53.0,54.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,51.0,54.0,51.0,52.0,53.0,55.0,50.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0
1906,51.0,54.0,52.0,51.0,53.0,52.0,54.0,51.0,50.0,54.0,54.0,53.0,56.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,54.0,54.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,51.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,54.0,55.0
1907,53.0,52.0,53.0,53.0,52.0,55.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,56.0,50.0,53.0,53.0,54.0,50.0,53.0,51.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,54.0,53.0,50.0,53.0,52.0,52.0,54.0,54.0,53.0,53.0,53.0,53.0,51.0,54.0,54.0,55.0
1908,54.0,50.0,51.0,51.0,52.0,54.0,51.0,52.0,53.0,52.0,55.0,53.0,54.0,52.0,52.0,55.0,51.0,53.0,52.0,52.0,54.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,54.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0
1909,52.0,53.0,51.0,51.0,54.0,53.0,52.0,51.0,54.0,55.0,51.0,53.0,54.0,53.0,53.0,52.0,52.0,55.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,54.0,54.0,54.0,51.0,54.0,51.0,50.0,52.0,52.0,53.0,53.0,52.0,51.0,54.0,52.0,53.0,52.0
1910,53.0,51.0,52.0,52.0,55.0,52.0,53.0,52.0,52.0,51.0,52.0,54.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,51.0,53.0,52.0,55.0,52.0,53.0,54.0,51.0,54.0,51.0,51.0,51.0,55.0,54.0,54.0,53.0,51.0,53.0,51.0,54.0,53.0,53.0,51.0,53.0,52.0,50.0,53.0,52.0,53.0,54.0
1911,52.0,51.0,54.0,54.0,51.0,53.0,52.0,54.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,54.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,50.0,55.0,54.0,53.0,53.0
1912,54.0,53.0,53.0,54.0,51.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,55.0,54.0,51.0,54.0,52.0,52.0,53.0,54.0,53.0,55.0,54.0,51.0,54.0,52.0,52.0,53.0
1913,53.0,53.0,55.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,50.0,53.0,51.0,52.0,50.0,52.0,53.0,52.0,54.0,52.0,54.0,51.0,52.0,54.0,51.0,54.0,53.0,53.0,53.0,54.0,55.0,53.0,53.0,51.0,52.0,51.0,54.0,55.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0
1914,51.0,50.0,52.0,53.0,53.0,51.0,54.0,53.0,53.0,53.0,51.0,51.0,53.0,55.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,54.0,53.0
1915,53.0,52.0,50.0,54.0,53.0,52.0,52.0,54.0,53.0,52.0,54.0,53.0,51.0,52.0,54.0,52.0,50.0,54.0,54.0,52.0,53.0,51.0,52.0,52.0,50.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0,51.0,51.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0
1916,52.0,53.0,52.0,52.0,55.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,55.0,53.0,53.0,52.0,51.0,51.0,51.0,53.0,51.0,54.0,53.0,53.0,52.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,54.0,54.0,50.0,51.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0
1917,54.0,52.0,52.0,53.0,54.0,51.0,54.0,54.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,55.0,53.0,52.0,53.0,55.0,54.0,53.0,52.0,51.0,52.0,54.0,50.0,52.0,52.0,54.0,53.0,55.0,51.0,54.0,52.0,52.0,54.0,53.0,52.0,52.0,51.0,50.0,52.0,52.0,54.0,52.0,52.0
1918,52.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,53.0,52.0,53.0,54.0,53.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,51.0,50.0,51.0,53.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,53.0,50.0,54.0,53.0,51.0,51.0
1919,51.0,52.0,54.0,54.0,53.0,51.0,52.0,51.0,52.0,53.0,49.0,51.0,53.0,51.0,55.0,54.0,52.0,51.0,53.0,54.0,50.0,53.0,52.0,51.0,54.0,55.0,52.0,51.0,54.0,53.0,51.0,51.0,50.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,55.0,52.0,51.0,52.0,52.0,54.0,51.0,53.0,53.0
1920,52.0,54.0,52.0,52.0,54.0,51.0,54.0,52.0,51.0,52.0,51.0,52.0,51.0,52.0,51.0,54.0,52.0,51.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,51.0,51.0,50.0,51.0,52.0,53.0,50.0,54.0,54.0,53.0,51.0,52.0,51.0,52.0,51.0,54.0,53.0,50.0,52.0,52.0,52.0,53.0,53.0,57.0
1921,52.0,51.0,53.0,50.0,51.0,52.0,53.0,53.0,53.0,54.0,51.0,50.0,52.0,52.0,50.0,54.0,54.0,50.0,52.0,53.0,50.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,51.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,53.0,50.0,52.0,52.0,54.0,52.0,54.0,54.0
1922,53.0,54.0,51.0,52.0,53.0,52.0,53.0,51.0,54.0,54.0,53.0,52.0,52.0,53.0,51.0,51.0,54.0,53.0,51.0,51.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,54.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,52.0,55.0,53.0,53.0,54.0,52.0,52.0
1923,51.0,54.0,53.0,51.0,52.0,54.0,52.0,51.0,52.0,55.0,51.0,51.0,51.0,53.0,52.0,51.0,51.0,52.0,53.0,52.0,52.0,50.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,51.0,50.0,52.0,53.0,50.0,53.0,54.0,51.0,54.0,52.0,53.0,53.0,52.0,54.0
1924,54.0,53.0,52.0,53.0,53.0,54.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0,54.0,52.0,53.0,51.0,51.0,53.0,54.0,54.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,53.0,54.0,53.0,50.0,54.0,51.0,51.0,54.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,54.0
1925,53.0,54.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,51.0,51.0,52.0,55.0,53.0,52.0,51.0,54.0,54.0,52.0,53.0,54.0,52.0,52.0,51.0,53.0,53.0,50.0,54.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,55.0,53.0,54.0,55.0,51.0,53.0,54.0,52.0,52.0
1926,52.0,52.0,53.0,52.0,51.0,52.0,51.0,51.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,54.0,53.0,51.0,50.0,53.0,52.0,55.0,51.0,52.0,53.0,50.0,51.0,52.0,52.0,52.0,51.0,54.0,53.0,53.0,50.0,50.0
1927,55.0,52.0,52.0,55.0,52.0,53.0,53.0,54.0,51.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0,55.0,52.0,51.0,53.0,52.0,51.0,54.0,51.0,53.0,50.0,54.0,54.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,50.0,51.0,52.0,54.0,50.0,52.0
1928,53.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,51.0,52.0,53.0,52.0,54.0,54.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,51.0,54.0,51.0,52.0,52.0,54.0,52.0,54.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0
1929,53.0,55.0,53.0,53.0,52.0,52.0,53.0,53.0,55.0,52.0,54.0,52.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,54.0,51.0,53.0,49.0,51.0,53.0,53.0,55.0,52.0,50.0,54.0,52.0,53.0,51.0,54.0,53.0,51.0,52.0,50.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,51.0,51.0
1930,54.0,53.0,52.0,52.0,54.0,51.0,51.0,52.0,50.0,51.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,50.0,53.0,53.0,51.0,51.0,55.0,52.0,53.0,51.0,54.0,53.0,53.0,54.0,51.0,52.0,53.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0
1931,52.0,54.0,53.0,53.0,52.0,53.0,52.0,52.0,49.0,52.0,52.0,52.0,54.0,53.0,54.0,54.0,54.0,52.0,53.0,53.0,51.0,54.0,54.0,51.0,53.0,53.0,50.0,52.0,51.0,56.0,52.0,51.0,53.0,53.0,54.0,52.0,56.0,52.0,51.0,53.0,53.0,52.0,51.0,52.0,54.0,53.0,52.0,52.0,54.0
1932,53.0,51.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,52.0,52.0,52.0,54.0,52.0,52.0,50.0,53.0,52.0,51.0,52.0,54.0,52.0,54.0,53.0,51.0,51.0,52.0,52.0,54.0,50.0,55.0,53.0,53.0,53.0,53.0,52.0,53.0,55.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,54.0,51.0
1933,54.0,51.0,53.0,51.0,54.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,53.0,51.0,52.0,51.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,51.0,54.0,51.0,50.0,53.0,52.0,53.0,54.0,52.0,52.0,53.0,50.0,51.0,52.0,53.0,50.0,54.0,50.0,54.0,53.0,52.0,53.0
1934,53.0,54.0,54.0,49.0,53.0,52.0,51.0,52.0,55.0,53.0,54.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,51.0,54.0,54.0,53.0,51.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,51.0,55.0
1935,52.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,54.0,53.0,53.0,54.0,53.0,53.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,51.0,52.0,51.0,51.0,53.0,54.0,53.0,54.0,52.0,54.0,52.0,52.0,53.0,54.0,54.0,51.0,53.0,53.0,55.0,53.0,52.0,55.0
1936,52.0,52.0,52.0,51.0,52.0,54.0,52.0,50.0,53.0,52.0,53.0,51.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,52.0,54.0,52.0,51.0,53.0,51.0,50.0,53.0,53.0,52.0,49.0,54.0,52.0,51.0,53.0,52.0,53.0
1937,52.0,53.0,52.0,52.0,53.0,54.0,54.0,52.0,54.0,52.0,52.0,54.0,51.0,53.0,52.0,53.0,50.0,55.0,52.0,50.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,51.0,54.0,55.0,51.0,52.0,52.0,55.0,51.0,53.0,52.0,53.0,51.0,53.0,53.0,50.0,53.0,52.0,51.0,52.0
1938,50.0,51.0,52.0,52.0,51.0,53.0,54.0,52.0,50.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,51.0,53.0,53.0,53.0,50.0,54.0,55.0,53.0,56.0,52.0,52.0,51.0,53.0,51.0,53.0,52.0,52.0,54.0,54.0,53.0,53.0,51.0,54.0
1939,51.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,54.0,50.0,54.0,52.0,55.0,50.0,52.0,54.0,52.0,51.0,54.0,51.0,53.0,52.0,52.0,51.0,51.0,51.0,53.0,54.0,54.0,51.0,51.0,49.0,52.0,53.0,54.0,51.0,52.0,54.0,54.0,53.0,50.0,51.0,53.0
