,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50
1770,1769,54.0,55.0,53.0,54.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,55.0,53.0,52.0,52.0,53.0,55.0,52.0,55.0,51.0,54.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,51.0,52.0,51.0,54.0,54.0,57.0,52.0,55.0,53.0,52.0,53.0,54.0,55.0,54.0,55.0,51.0,52.0,52.0
1771,1770,53.0,52.0,54.0,53.0,54.0,53.0,52.0,53.0,54.0,52.0,54.0,52.0,50.0,53.0,53.0,53.0,51.0,54.0,54.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,53.0,50.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,51.0,53.0
1772,1771,53.0,53.0,53.0,51.0,50.0,53.0,50.0,52.0,52.0,51.0,53.0,51.0,52.0,49.0,51.0,52.0,51.0,51.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,51.0,51.0,55.0,53.0,53.0,51.0,53.0,55.0,51.0,53.0,54.0,51.0,51.0,53.0,53.0,54.0,54.0,54.0,53.0,54.0,54.0,54.0,51.0,54.0,53.0
1773,1772,53.0,53.0,53.0,50.0,53.0,51.0,50.0,54.0,52.0,53.0,55.0,52.0,53.0,51.0,53.0,52.0,50.0,54.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0,51.0,51.0,52.0,53.0,54.0,49.0,54.0,53.0,51.0,51.0,52.0,55.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,54.0,52.0
1774,1773,54.0,51.0,53.0,52.0,54.0,54.0,53.0,54.0,54.0,51.0,53.0,52.0,54.0,51.0,53.0,51.0,52.0,55.0,54.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,50.0,52.0,56.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,55.0,55.0,53.0,50.0,52.0,54.0,51.0,54.0,52.0,53.0,52.0,52.0,54.0,51.0
1775,1774,53.0,52.0,53.0,53.0,52.0,50.0,53.0,53.0,53.0,52.0,50.0,52.0,53.0,51.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,53.0,51.0,53.0,51.0,53.0,54.0,50.0,52.0,53.0,55.0,51.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,54.0,54.0,52.0,52.0,52.0
1776,1775,53.0,52.0,55.0,53.0,54.0,53.0,52.0,54.0,53.0,51.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,50.0,53.0,55.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,50.0,51.0,53.0,53.0,51.0,53.0,53.0,50.0,52.0,52.0,52.0,52.0,54.0
1777,1776,53.0,52.0,55.0,54.0,54.0,51.0,54.0,53.0,51.0,53.0,53.0,50.0,52.0,53.0,54.0,52.0,51.0,52.0,51.0,51.0,53.0,50.0,52.0,53.0,52.0,54.0,51.0,52.0,53.0,52.0,53.0,54.0,51.0,53.0,53.0,52.0,53.0,55.0,55.0,53.0,55.0,54.0,55.0,53.0,50.0,52.0,53.0,53.0,53.0,52.0
1778,1777,52.0,53.0,54.0,55.0,54.0,53.0,54.0,54.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,54.0,52.0,53.0,53.0,53.0,49.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,51.0,55.0,55.0,53.0,54.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,54.0,53.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0
1779,1778,53.0,53.0,51.0,53.0,51.0,55.0,52.0,56.0,54.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,51.0,52.0,56.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,55.0,54.0,52.0,53.0,51.0,54.0,53.0,54.0,53.0,54.0
1780,1779,53.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,54.0,52.0,51.0,51.0,52.0,51.0,53.0,55.0,55.0,53.0,54.0,51.0,54.0,54.0,52.0,51.0,54.0,54.0,53.0,50.0,53.0,55.0,53.0,51.0,54.0,53.0,56.0,52.0,52.0,53.0,53.0,52.0,54.0,52.0,52.0,55.0
1781,1780,52.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,55.0,52.0,52.0,53.0,55.0,53.0,53.0,54.0,53.0,50.0,50.0,54.0,53.0,53.0,52.0,52.0,53.0,55.0,53.0,54.0,55.0,53.0,55.0,52.0,53.0,53.0,53.0,55.0,52.0,51.0,53.0,54.0,51.0,51.0,53.0,51.0,53.0,50.0,52.0,54.0
1782,1781,53.0,51.0,52.0,50.0,54.0,51.0,53.0,54.0,51.0,53.0,54.0,52.0,51.0,51.0,52.0,52.0,54.0,53.0,54.0,53.0,51.0,52.0,54.0,53.0,52.0,53.0,54.0,52.0,54.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0
1783,1782,52.0,53.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,50.0,52.0,51.0,53.0,52.0,51.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,55.0,51.0,52.0,54.0,56.0,52.0,53.0,51.0,51.0,51.0,54.0,52.0,52.0,53.0,54.0,55.0,49.0,54.0
1784,1783,52.0,52.0,53.0,51.0,53.0,54.0,53.0,54.0,52.0,53.0,54.0,53.0,54.0,52.0,54.0,54.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,55.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,49.0,52.0
1785,1784,52.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,55.0,52.0,52.0,54.0,51.0,52.0,51.0,52.0,52.0,55.0,54.0,51.0,50.0,53.0,53.0,51.0,51.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,55.0,55.0,53.0,53.0,51.0,53.0,53.0,53.0,51.0,54.0,53.0,51.0,53.0
1786,1785,54.0,51.0,55.0,54.0,55.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,54.0,52.0,51.0,53.0,51.0,53.0,53.0,52.0,53.0,53.0,50.0,52.0,50.0,54.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,53.0
1787,1786,51.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,52.0,53.0,52.0,52.0,51.0,53.0,54.0,55.0,53.0,53.0,55.0,54.0,51.0,55.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0
1788,1787,53.0,55.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,52.0,51.0,53.0,51.0,54.0,54.0,53.0,52.0,53.0,53.0,52.0,54.0,54.0,52.0,53.0,52.0,52.0,52.0,55.0,54.0,53.0,53.0
1789,1788,53.0,52.0,53.0,51.0,55.0,53.0,54.0,50.0,53.0,50.0,55.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,52.0,51.0,54.0,52.0,52.0,50.0,52.0,52.0,51.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,56.0,53.0,51.0,52.0,51.0,55.0,53.0,54.0,54.0,54.0
1790,1789,54.0,53.0,52.0,53.0,54.0,51.0,51.0,52.0,54.0,51.0,52.0,54.0,52.0,52.0,51.0,52.0,52.0,53.0,54.0,53.0,53.0,53.0,51.0,54.0,51.0,51.0,50.0,53.0,53.0,52.0,50.0,53.0,54.0,53.0,54.0,53.0,53.0,52.0,53.0,51.0,53.0,51.0,51.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0
1791,1790,55.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,54.0,54.0,53.0,52.0,53.0,50.0,53.0,53.0,52.0,50.0,53.0,52.0,51.0,52.0,52.0,54.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0
1792,1791,54.0,52.0,50.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,54.0,53.0,52.0,51.0,53.0,52.0,54.0,53.0,54.0,53.0,53.0,49.0,50.0,53.0,52.0,51.0,51.0,53.0,53.0,53.0,49.0,55.0,53.0,52.0,51.0,50.0,54.0,55.0,53.0,52.0,53.0,52.0,50.0,54.0,52.0,51.0,54.0,54.0,54.0,51.0
1793,1792,51.0,52.0,51.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,54.0,53.0,51.0,52.0,52.0,51.0,51.0,55.0,55.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,50.0,54.0,54.0,54.0,50.0,52.0,54.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,53.0,55.0,51.0,51.0,53.0
1794,1793,53.0,52.0,54.0,52.0,52.0,53.0,53.0,51.0,55.0,53.0,52.0,53.0,51.0,52.0,51.0,52.0,53.0,54.0,55.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,54.0,53.0
1795,1794,52.0,52.0,53.0,53.0,53.0,51.0,51.0,52.0,52.0,53.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,54.0,56.0,51.0,51.0,54.0,53.0,51.0,52.0,51.0,53.0,52.0,54.0,55.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0
1796,1795,52.0,53.0,51.0,51.0,53.0,52.0,54.0,52.0,52.0,50.0,53.0,53.0,53.0,53.0,52.0,51.0,54.0,54.0,54.0,51.0,53.0,51.0,52.0,51.0,53.0,51.0,50.0,54.0,52.0,52.0,50.0,51.0,53.0,53.0,52.0,51.0,50.0,55.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0
1797,1796,53.0,53.0,52.0,52.0,54.0,53.0,54.0,54.0,53.0,54.0,50.0,55.0,52.0,53.0,52.0,50.0,51.0,53.0,53.0,54.0,51.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,49.0,53.0,53.0,54.0,51.0,54.0,52.0,53.0,55.0,52.0,52.0,52.0,51.0,54.0,52.0,53.0,52.0,53.0,54.0,52.0
1798,1797,52.0,54.0,52.0,54.0,53.0,51.0,52.0,53.0,54.0,51.0,51.0,54.0,51.0,50.0,53.0,51.0,52.0,53.0,53.0,51.0,50.0,54.0,53.0,51.0,49.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,52.0,54.0,52.0,52.0
1799,1798,52.0,53.0,54.0,53.0,54.0,56.0,53.0,50.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,53.0,54.0,53.0,52.0,54.0,53.0,52.0,54.0,52.0,53.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,51.0,50.0,53.0,53.0,53.0,55.0,53.0,52.0,54.0,51.0,52.0,51.0,52.0,51.0,52.0
1800,1799,53.0,51.0,50.0,52.0,55.0,52.0,51.0,51.0,52.0,54.0,54.0,54.0,51.0,51.0,53.0,53.0,54.0,54.0,53.0,53.0,51.0,51.0,53.0,54.0,53.0,53.0,52.0,51.0,51.0,53.0,50.0,54.0,52.0,54.0,51.0,54.0,51.0,55.0,54.0,53.0,55.0,52.0,54.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0
1801,1800,53.0,52.0,51.0,52.0,50.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,52.0,52.0,54.0,52.0,53.0,54.0,54.0,51.0,52.0,54.0,53.0,52.0,51.0,52.0,50.0,54.0,53.0,51.0,53.0,52.0,53.0,54.0,51.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0
1802,1801,53.0,51.0,51.0,52.0,52.0,51.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,53.0,51.0,52.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0,53.0,53.0,51.0,55.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0,52.0,51.0,52.0,53.0,52.0
1803,1802,54.0,51.0,53.0,52.0,56.0,52.0,53.0,52.0,50.0,55.0,52.0,51.0,52.0,50.0,52.0,50.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,54.0,53.0,52.0,54.0,53.0,53.0,52.0,51.0,54.0,53.0,53.0,52.0,55.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,51.0
1804,1803,54.0,53.0,55.0,53.0,53.0,52.0,55.0,55.0,53.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,52.0,51.0,51.0,50.0,52.0,50.0,53.0,51.0,55.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,51.0,53.0,52.0,54.0
1805,1804,52.0,52.0,52.0,54.0,50.0,53.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,55.0,50.0,54.0,52.0,51.0,52.0,51.0,52.0,55.0,52.0,53.0,51.0,52.0,53.0,55.0,52.0,51.0,53.0,52.0,53.0,54.0,54.0,54.0,51.0,53.0,53.0,53.0,52.0,52.0,49.0,54.0,54.0
1806,1805,52.0,52.0,53.0,53.0,53.0,52.0,55.0,53.0,55.0,52.0,53.0,53.0,52.0,52.0,54.0,51.0,53.0,53.0,55.0,53.0,54.0,53.0,51.0,51.0,52.0,53.0,49.0,54.0,53.0,51.0,54.0,52.0,51.0,54.0,54.0,52.0,51.0,55.0,52.0,54.0,53.0,53.0,55.0,53.0,51.0,52.0,51.0,49.0,51.0,54.0
1807,1806,53.0,54.0,53.0,54.0,55.0,53.0,55.0,55.0,50.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,54.0,54.0,52.0,54.0,52.0,52.0,54.0,51.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,52.0,54.0,54.0,53.0,52.0,51.0,54.0,55.0,54.0,53.0,52.0,52.0,52.0,53.0
1808,1807,52.0,53.0,53.0,55.0,54.0,54.0,52.0,54.0,52.0,51.0,51.0,52.0,51.0,53.0,53.0,53.0,54.0,55.0,54.0,51.0,53.0,52.0,53.0,53.0,51.0,52.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,49.0,52.0,52.0,51.0,51.0,53.0,53.0
1809,1808,55.0,53.0,53.0,53.0,54.0,52.0,52.0,54.0,54.0,53.0,54.0,54.0,52.0,52.0,55.0,52.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,52.0,51.0,51.0,53.0,49.0,53.0,52.0,51.0,53.0,54.0,51.0,54.0,52.0,53.0,51.0,53.0,54.0,51.0,52.0,54.0,54.0
1810,1809,53.0,53.0,53.0,55.0,53.0,50.0,51.0,55.0,51.0,54.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,51.0,52.0,53.0,53.0,51.0,52.0,49.0,55.0,53.0,54.0,52.0,52.0,53.0,52.0,55.0,53.0,53.0,53.0,52.0,53.0,55.0,50.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0
1811,1810,52.0,53.0,53.0,54.0,52.0,55.0,53.0,54.0,53.0,51.0,53.0,52.0,54.0,50.0,54.0,54.0,54.0,52.0,53.0,53.0,54.0,55.0,53.0,53.0,52.0,53.0,49.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0
1812,1811,55.0,52.0,53.0,53.0,53.0,51.0,55.0,53.0,51.0,54.0,52.0,54.0,52.0,51.0,52.0,52.0,50.0,53.0,52.0,55.0,54.0,51.0,54.0,55.0,50.0,54.0,56.0,50.0,54.0,54.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,52.0,53.0,52.0,51.0,50.0,52.0,55.0,54.0
1813,1812,54.0,54.0,53.0,53.0,54.0,50.0,53.0,55.0,54.0,51.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,55.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,52.0,55.0,52.0,54.0,53.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0
1814,1813,52.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0,55.0,54.0,53.0,51.0,53.0,51.0,53.0,53.0,54.0,55.0,52.0,53.0,52.0,54.0,49.0,53.0,52.0,51.0,52.0,50.0,53.0,51.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,51.0,51.0,53.0,50.0,51.0,53.0,51.0,53.0,54.0
1815,1814,53.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,54.0,50.0,52.0,54.0,52.0,51.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,53.0,53.0,54.0,53.0,54.0,52.0,51.0,54.0,53.0,51.0,52.0,52.0,53.0,52.0,52.0
1816,1815,52.0,54.0,54.0,53.0,53.0,52.0,54.0,53.0,55.0,53.0,54.0,52.0,50.0,53.0,53.0,52.0,53.0,53.0,55.0,53.0,53.0,51.0,51.0,52.0,52.0,53.0,55.0,54.0,55.0,54.0,50.0,52.0,51.0,52.0,51.0,54.0,55.0,51.0,53.0,52.0,52.0,54.0,54.0,54.0,51.0,52.0,54.0,53.0,52.0,54.0
1817,1816,54.0,52.0,51.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0,50.0,52.0,51.0,51.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,54.0,50.0,52.0,53.0,52.0,50.0,53.0,52.0,55.0,52.0,53.0,51.0,53.0,52.0,51.0,53.0,52.0,53.0,54.0,50.0,52.0,53.0,52.0,52.0,53.0
1818,1817,51.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,54.0,55.0,52.0,51.0,51.0,53.0,51.0,53.0,55.0,52.0,51.0,54.0,54.0,52.0,52.0,52.0,51.0,54.0,51.0,51.0,50.0,53.0,54.0,52.0,55.0,54.0,51.0,53.0,54.0,50.0,52.0,53.0,51.0,50.0,52.0,53.0,51.0,50.0,53.0,54.0
1819,1818,54.0,54.0,53.0,54.0,54.0,50.0,54.0,55.0,54.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,54.0,55.0,52.0,52.0,53.0,50.0,53.0,54.0,51.0,51.0,55.0,52.0,54.0,52.0,51.0,51.0,52.0,53.0,52.0,51.0,51.0,54.0,52.0,50.0,54.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,55.0,54.0
1820,1819,53.0,54.0,52.0,54.0,52.0,50.0,53.0,52.0,56.0,53.0,53.0,54.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0,50.0,53.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,53.0,55.0,52.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0
1821,1820,53.0,52.0,55.0,55.0,54.0,53.0,54.0,51.0,53.0,53.0,53.0,52.0,52.0,49.0,54.0,53.0,54.0,52.0,54.0,52.0,54.0,56.0,52.0,51.0,52.0,53.0,49.0,55.0,54.0,51.0,50.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0
1822,1821,54.0,52.0,52.0,54.0,53.0,52.0,54.0,54.0,52.0,53.0,54.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,55.0,52.0,52.0,52.0,53.0,52.0,53.0,50.0,52.0,54.0,53.0,54.0,52.0,51.0,52.0,54.0,52.0,53.0,53.0,55.0,52.0,54.0,53.0,52.0,52.0,52.0,50.0
1823,1822,54.0,52.0,53.0,53.0,52.0,52.0,55.0,53.0,54.0,53.0,52.0,55.0,53.0,52.0,54.0,51.0,54.0,54.0,54.0,50.0,51.0,55.0,53.0,53.0,52.0,53.0,56.0,54.0,53.0,53.0,53.0,53.0,54.0,52.0,54.0,53.0,51.0,51.0,53.0,51.0,51.0,53.0,55.0,54.0,51.0,52.0,54.0,52.0,54.0,53.0
1824,1823,54.0,53.0,53.0,52.0,54.0,53.0,54.0,52.0,52.0,51.0,53.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,55.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,51.0,52.0,53.0,53.0,51.0,53.0,54.0,53.0,54.0,55.0,51.0,55.0,53.0,54.0,55.0,52.0,54.0,53.0,55.0,51.0,52.0
1825,1824,53.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,51.0,51.0,52.0,54.0,51.0,52.0,54.0,53.0,53.0,51.0,52.0,50.0,55.0,51.0,51.0,51.0,55.0,55.0,53.0,54.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,54.0,54.0,52.0,52.0
1826,1825,51.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,51.0,52.0,55.0,54.0,51.0,54.0,52.0,53.0,55.0,54.0,54.0,51.0,54.0,52.0,53.0,54.0,53.0,55.0,53.0,54.0,53.0,50.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,51.0,53.0,52.0,53.0,52.0,54.0
1827,1826,54.0,52.0,51.0,54.0,51.0,53.0,55.0,52.0,51.0,54.0,53.0,55.0,51.0,53.0,53.0,53.0,50.0,51.0,54.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,56.0,52.0,55.0,53.0,53.0,50.0,52.0,54.0,52.0,55.0,51.0,53.0,54.0,54.0,54.0,52.0,51.0,53.0,53.0,52.0,52.0,54.0,52.0,55.0
1828,1827,50.0,53.0,54.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0,51.0,54.0,53.0,51.0,53.0,52.0,49.0,52.0,51.0,53.0,53.0,50.0,52.0,52.0,52.0,55.0,56.0,53.0,54.0,54.0,53.0,50.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,54.0
1829,1828,52.0,52.0,52.0,55.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,51.0,53.0,55.0,51.0,52.0,52.0,51.0,54.0,50.0,52.0,53.0,52.0,50.0,51.0,51.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0
1830,1829,52.0,53.0,50.0,52.0,52.0,50.0,51.0,55.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,52.0,51.0,54.0,54.0,50.0,52.0,51.0,54.0,53.0,51.0,52.0,57.0,53.0,53.0,54.0,52.0,53.0,54.0,52.0,53.0,55.0,52.0,53.0,52.0,54.0,54.0,50.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,53.0
1831,1830,53.0,54.0,54.0,52.0,53.0,51.0,54.0,53.0,53.0,54.0,53.0,54.0,51.0,52.0,52.0,53.0,53.0,51.0,54.0,53.0,51.0,52.0,52.0,51.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,52.0,51.0,50.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,50.0,51.0,53.0,54.0
1832,1831,54.0,53.0,52.0,54.0,54.0,53.0,52.0,53.0,50.0,52.0,53.0,53.0,52.0,53.0,51.0,51.0,50.0,51.0,52.0,51.0,51.0,53.0,55.0,53.0,51.0,53.0,50.0,53.0,54.0,55.0,53.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,54.0,52.0,50.0,53.0,54.0,54.0,53.0,52.0,49.0,53.0,54.0
1833,1832,54.0,52.0,53.0,54.0,55.0,53.0,53.0,55.0,52.0,51.0,51.0,52.0,51.0,52.0,53.0,51.0,52.0,53.0,55.0,50.0,51.0,51.0,54.0,51.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,56.0,54.0,53.0,52.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,54.0,54.0,53.0,49.0,54.0
1834,1833,54.0,51.0,52.0,52.0,54.0,49.0,54.0,53.0,52.0,54.0,54.0,53.0,53.0,53.0,54.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,52.0,50.0,54.0,54.0,52.0,51.0,52.0,52.0,51.0,52.0,53.0,52.0,55.0,52.0,53.0,55.0,51.0,53.0,52.0,52.0,53.0,51.0,54.0,53.0,55.0,54.0,53.0
1835,1834,52.0,53.0,51.0,53.0,54.0,56.0,53.0,52.0,52.0,54.0,50.0,54.0,53.0,52.0,54.0,52.0,51.0,51.0,52.0,52.0,52.0,54.0,51.0,53.0,51.0,52.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,55.0,53.0,54.0,51.0,53.0,51.0,54.0,53.0,53.0,53.0,50.0,54.0,51.0,51.0,55.0,54.0,52.0
